large vehicle, small vehicle, solar panel
16.64331697709324,13.564659966250536,4.58257569495584
21.61018278497431,14.66287829861518,11.269427669584644
22.15851980616034,14.832396974191326,12.206555615733702
22.847319317591726,14.89966442575134,12.24744871391589
22.956480566497994,15.198684153570664,12.409673645990857
23.664319132398465,15.491933384829668,12.609520212918492
24.779023386727733,15.937377450509228,12.609520212918492
24.839484696748443,15.968719422671311,13.076696830622021
25.219040425836983,16.0,13.114877048604
25.80697580112788,16.15549442140351,13.19090595827292
26.076809620810597,16.401219466856727,13.19090595827292
26.40075756488817,16.792855623746664,13.638181696985855
26.570660511172846,16.911534525287763,13.638181696985855
26.94438717061496,16.941074346097416,13.638181696985855
27.147743920996454,16.97056274847714,13.638181696985855
27.40437921208944,17.11724276862369,13.711309200802088
27.820855486487112,17.320508075688775,13.711309200802088
28.035691537752374,17.349351572897472,13.820274961085254
28.792360097775937,17.435595774162696,13.820274961085254
29.0,17.549928774784245,13.820274961085254
29.359836511806396,17.663521732655695,13.820274961085254
29.88310559496787,17.69180601295413,13.892443989449804
29.899832775452108,17.72004514666935,13.96424004376894
30.14962686336267,17.944358444926362,13.96424004376894
30.331501776206203,18.027756377319946,14.071247279470288
30.789608636681304,18.193405398660254,14.212670403551895
30.822070014844883,18.24828759089466,14.212670403551895
30.93541659651604,18.841443681416774,14.352700094407323
31.304951684997057,18.841443681416774,14.352700094407323
31.368774282716245,18.867962264113206,14.352700094407323
31.480152477394387,18.867962264113206,14.352700094407323
31.575306807693888,18.947295321496416,14.352700094407323
31.575306807693888,19.1049731745428,14.352700094407323
31.63858403911275,19.261360284258224,14.38749456993816
31.953090617340916,19.261360284258224,14.45683229480096
32.2490309931942,19.339079605813716,14.45683229480096
32.38826948140329,19.364916731037084,14.45683229480096
32.60368077380221,19.390719429665317,14.45683229480096
32.71085446759225,19.390719429665317,14.491376746189438
32.848135411313685,19.493588689617926,14.52583904633395
32.984845004941285,19.544820285692065,14.66287829861518
33.18132004607411,19.621416870348583,14.66287829861518
33.36165463522455,19.6468827043885,14.730919862656235
33.704599092705436,19.6468827043885,14.730919862656235
33.88214869219483,19.79898987322333,14.832396974191326
34.19064199455752,19.849433241279208,14.866068747318506
34.36568055487916,19.849433241279208,14.866068747318506
34.56877203488721,19.924858845171276,15.066519173319364
34.655446902326915,19.974984355438178,15.132745950421556
34.72751070837067,20.024984394500787,15.165750888103101
34.75629439396553,20.024984394500787,15.198684153570664
35.53871128783372,20.024984394500787,15.264337522473747
35.79106033634656,20.074859899884732,15.329709716755891
35.98610843089316,20.09975124224178,15.459624833740307
36.08323710533743,20.09975124224178,15.491933384829668
36.24913792078372,20.12461179749811,15.620499351813308
36.373066958946424,20.12461179749811,15.620499351813308
36.4417343165772,20.223748416156685,15.652475842498529
36.59234892706397,20.273134932713294,15.716233645501712
36.59234892706397,20.273134932713294,15.811388300841896
36.60601043544625,20.346989949375804,15.937377450509228
36.6333181680284,20.346989949375804,15.968719422671311
37.04051835490427,20.396078054371138,16.0
37.21558813185679,20.445048300260872,16.0
37.22902093797257,20.46948949045872,16.0
37.296112397943034,20.518284528683193,16.0
37.376463182061514,20.518284528683193,16.09347693943108
37.376463182061514,20.518284528683193,16.15549442140351
37.70941526992961,20.591260281974,16.15549442140351
37.76241517699841,20.591260281974,16.15549442140351
38.43175770115127,20.615528128088304,16.24807680927192
38.691084244306204,20.615528128088304,16.34013463836819
38.72983346207417,20.663978319771825,16.401219466856727
39.230090491866065,20.663978319771825,16.431676725154983
39.293765408777,20.688160865577203,16.431676725154983
39.395431207184416,20.71231517720798,16.46207763315433
39.59797974644666,20.71231517720798,16.46207763315433
39.91240408695021,20.784609690826528,16.522711641858304
40.23679907746142,20.784609690826528,16.55294535724685
40.24922359499622,20.83266665599966,16.61324772583615
40.50925820105819,20.83266665599966,16.61324772583615
41.27953488110059,20.8806130178211,16.61324772583615
41.352146256270665,20.952326839756964,16.673332000533065
41.6293165929973,20.952326839756964,16.703293088490067
41.689327171351664,20.97617696340303,16.703293088490067
41.86884283091664,21.095023109728988,16.703293088490067
42.01190307520001,21.118712081942874,16.73320053068151
42.22558466143482,21.142374511865974,16.792855623746664
42.2729227756965,21.142374511865974,16.792855623746664
42.37924020083418,21.213203435596427,16.792855623746664
42.82522621072771,21.236760581595302,16.911534525287763
43.162483709814474,21.354156504062622,16.911534525287763
43.439613257946945,21.37755832643195,16.911534525287763
43.56604182158393,21.400934559032695,16.941074346097416
43.93176527297759,21.447610589527216,16.97056274847714
44.85532298401161,21.447610589527216,17.0
45.21061822182926,21.517434791350013,17.0
45.4972526643093,21.517434791350013,17.0
45.53020975132884,21.563858652847824,17.029386365926403
45.59605246071199,21.587033144922902,17.029386365926403
45.967379738244816,21.633307652783937,17.029386365926403
46.195237849804386,21.656407827707714,17.11724276862369
46.24932431938871,21.6794833886788,17.11724276862369
46.776062254106,21.6794833886788,17.11724276862369
46.87216658103186,21.702534414210707,17.11724276862369
47.11687595755899,21.702534414210707,17.11724276862369
47.265209192385896,21.702534414210707,17.146428199482248
48.14561246884289,21.72556098240043,17.175564037317667
48.155996511338024,21.77154105707724,17.175564037317667
48.40454524112379,21.79449471770337,17.233687939614086
49.25444142409901,21.817424229271428,17.233687939614086
49.26459174701441,21.817424229271428,17.26267650163207
49.28488612140643,21.840329667841555,17.26267650163207
49.31531202375181,21.863211109075447,17.26267650163207
49.66890375275057,21.88606862823929,17.26267650163207
49.95998398718719,21.88606862823929,17.26267650163207
50.3189825016365,21.88606862823929,17.291616465790582
50.665570163573605,21.908902300206645,17.320508075688775
51.137070702182385,21.908902300206645,17.320508075688775
51.41011573610781,21.93171219946131,17.320508075688775
51.73006862551025,21.93171219946131,17.349351572897472
51.980765673468106,21.93171219946131,17.378147196982766
52.20153254455275,21.95449840010015,17.378147196982766
52.29722745997153,21.95449840010015,17.406895185529212
52.48809388804284,21.95449840010015,17.406895185529212
52.61178575186362,21.95449840010015,17.4928556845359
52.85830114561004,21.97726097583591,17.4928556845359
53.14132102234569,21.97726097583591,17.549928774784245
53.637673327615545,22.0,17.578395831246947
53.72150407425317,22.045407685048602,17.60681686165901
54.0,22.06807649071391,17.60681686165901
54.13871073455665,22.11334438749598,17.60681686165901
54.323107422164284,22.135943621178654,17.60681686165901
54.378304497290095,22.15851980616034,17.635192088548397
54.405882034941776,22.15851980616034,17.635192088548397
54.415071441651165,22.181073012818835,17.635192088548397
54.47017532558529,22.181073012818835,17.72004514666935
54.607691765904185,22.20360331117452,17.74823934929885
55.27205442174191,22.22611077089287,17.74823934929885
55.560777532356404,22.24859546128699,17.74823934929885
55.89275444992848,22.315913604421397,17.74823934929885
56.24944444170093,22.338307903688676,17.74823934929885
56.674509261219015,22.360679774997898,17.776388834631177
56.7626637852735,22.360679774997898,17.776388834631177
57.323642591866054,22.360679774997898,17.804493814764857
58.309518948453004,22.38302928559939,17.804493814764857
58.39520528262573,22.38302928559939,17.804493814764857
58.44655678480983,22.40535650240808,17.804493814764857
58.532042506647585,22.40535650240808,17.804493814764857
58.69412236331676,22.427661492005804,17.86057109949175
58.75372328627353,22.44994432064365,17.86057109949175
58.90670590009256,22.494443758403985,17.88854381999832
59.18614702783076,22.538855339169288,17.88854381999832
59.262129560116215,22.538855339169288,17.916472867168917
59.262129560116215,22.538855339169288,17.916472867168917
59.39696961966999,22.561028345356956,17.944358444926362
59.60704656330491,22.561028345356956,17.944358444926362
59.74947698515862,22.58317958127243,17.97220075561143
59.75784467331465,22.58317958127243,17.97220075561143
59.93329625508679,22.58317958127243,18.0
59.941638282582836,22.67156809750927,18.0
59.99166608788257,22.67156809750927,18.027756377319946
60.63002556489647,22.67156809750927,18.05547008526779
61.11464636239009,22.693611435820433,18.083141320025124
61.34329629226001,22.693611435820433,18.083141320025124
61.538605769061746,22.693611435820433,18.083141320025124
61.7008914036094,22.759613353482084,18.110770276274835
61.93545026880809,22.781571499789035,18.110770276274835
62.23343153000644,22.80350850198276,18.138357147217054
62.433965115151864,22.80350850198276,18.16590212458495
62.77738446287803,22.825424421026653,18.16590212458495
62.976185975335156,22.825424421026653,18.16590212458495
63.03967004989794,22.847319317591726,18.16590212458495
63.88270501473775,22.869193252058544,18.16590212458495
63.93746945258312,22.869193252058544,18.193405398660254
63.984373092185564,22.9128784747792,18.193405398660254
64.11708040764177,22.9128784747792,18.24828759089466
64.16385275215322,22.9128784747792,18.24828759089466
64.22616289332565,22.9128784747792,18.24828759089466
64.73020933072904,22.93468988235943,18.24828759089466
64.74565622495459,22.978250586152114,18.275666882497067
64.8613906727261,23.0,18.275666882497067
65.05382386916237,23.0,18.275666882497067
65.31462317123173,23.0,18.275666882497067
65.41406576570516,23.0,18.275666882497067
65.50572494064927,23.065125189341593,18.303005217723125
65.57438524302,23.065125189341593,18.303005217723125
65.95452979136459,23.08679276123039,18.303005217723125
66.12866246946176,23.108440016582687,18.33030277982336
66.51315659326356,23.108440016582687,18.33030277982336
66.61080993352356,23.108440016582687,18.35755975068582
66.73080248281148,23.15167380558045,18.35755975068582
66.94027188471824,23.15167380558045,18.35755975068582
67.47592163134935,23.15167380558045,18.35755975068582
68.15423684555495,23.15167380558045,18.384776310850235
68.37397165588672,23.173260452512935,18.384776310850235
68.54195795277518,23.194827009486403,18.384776310850235
69.0941386804988,23.2163735324878,18.384776310850235
69.2098258919931,23.2163735324878,18.384776310850235
69.3685807840985,23.2163735324878,18.411952639521967
69.59885056522126,23.2163735324878,18.411952639521967
69.80687645210892,23.2163735324878,18.411952639521967
70.02856560004639,23.280893453645632,18.411952639521967
70.27090436304346,23.280893453645632,18.466185312619388
70.35623639735144,23.280893453645632,18.49324200890693
70.39176088151227,23.302360395462088,18.520259177452136
70.6257743320383,23.323807579381203,18.520259177452136
70.64700984472024,23.323807579381203,18.520259177452136
70.73895673530957,23.323807579381203,18.57417562100671
71.21797525905943,23.345235059857504,18.57417562100671
71.2320152740325,23.345235059857504,18.57417562100671
71.65891430938652,23.345235059857504,18.57417562100671
71.76350047203663,23.430749027719962,18.601075237738275
71.95137246779939,23.430749027719962,18.601075237738275
72.15954545311382,23.430749027719962,18.601075237738275
73.287106642301,23.430749027719962,18.627936010197157
73.38937252763509,23.430749027719962,18.627936010197157
73.47788783028538,23.45207879911715,18.627936010197157
73.84443106964804,23.45207879911715,18.627936010197157
73.89857914736926,23.49468024894146,18.65475810617763
74.14849964766651,23.49468024894146,18.65475810617763
74.28324171709255,23.515952032609693,18.65475810617763
74.34379597518544,23.53720459187964,18.65475810617763
74.4043009509531,23.57965224510319,18.65475810617763
74.85318964479737,23.57965224510319,18.65475810617763
74.86654793697917,23.57965224510319,18.65475810617763
75.18643494673756,23.57965224510319,18.708286933869708
76.1774244773345,23.600847442411894,18.708286933869708
76.3544366752843,23.600847442411894,18.708286933869708
76.36098480245,23.600847442411894,18.734993995195193
76.49836599562111,23.62202362203543,18.734993995195193
76.6550715869472,23.643180835073778,18.734993995195193
76.98051701567093,23.664319132398465,18.734993995195193
78.41555968046137,23.68543856465402,18.734993995195193
78.53661566428744,23.769728648009426,18.734993995195193
78.70832230456955,23.769728648009426,18.76166303929372
79.00632886041473,23.769728648009426,18.76166303929372
79.08223567907018,23.811761799581316,18.76166303929372
79.17701686727027,23.811761799581316,18.76166303929372
79.44809626416482,23.811761799581316,18.788294228055936
79.55501241279521,23.83275057562597,18.788294228055936
79.59271323431561,23.853720883753127,18.788294228055936
79.66806135459805,23.874672772626646,18.788294228055936
79.76214641043707,23.874672772626646,18.81488772222678
79.78095010715278,23.874672772626646,18.81488772222678
79.84985911070852,23.874672772626646,18.81488772222678
